course_code,course_link,course_name,overall,prof_rating,difficulty,workload,professors,comments,tips
MICRO-312,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/physics-of-semiconductors-devices-MICRO-312,Physics of semiconductors devices,5 (1),5.0,4.0,3 (4),['Besse'],"['This course gives you a good understanding about semiconductors. As of 2024 the first par of the course was more focused on semiconductors and how they work plus some theoretical topics (e. g. Blackbody radiation, wells, coupling, energy levels,...). The second part was more focused on the devices themselfes (e. g. How PV cells work and how to turn them into a functional panel, how bjt and cmos technology works, explaining the architecture of cmos logic gates,...). Overall the course is not about math but only about understanding, we are expected to understand the formulas and being able to say what the terms depend of. This course helps with understanding future courses and topics, mainly sensors given in ba6 for mt.']",['This course is more about understanding the phenomenons without the heavy math behind. The courses can be quite heavy but the professors answers all questions quite well. The exam is one prepared question (from a list of ~60 questions']
MICRO-314,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/actuators-and-electromagnetic-systems-ii-MICRO-314,Actuators and Electromagnetic systems II,5 (1),4.0,5.0,4 (7),"['Hodder', 'Köchli', 'Perriard']","[""It's mandatory and has a coefficient of 7 (BA5 and BA6 combined) so you need to take it. Do not underestimate the weight of this course in your block. 7 coefficient on a 21 coefficient block for MT section. aka 1/3""]",['Work regularly and try to save as much points as you can with the midterms (end of BA5 Quizz and TP Quizz) because the final exam is hard and they grade without mercy.']
MICRO-330,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/sensors-MICRO-330,Sensors,3 (3),3.3,4.0,4.3 (5),"['Boero', 'Shea']","['I would not recommend. The course is crazy long with so many different sensors to learn about. The exam is really hard, quite long and not gently graded.', 'A lot of material to learn for the exam, but the exam was not that hard if you were prepared and 2 A4 page summary were allowed in 2022', 'On paper, this course should be interesting because it ties together all the knowledge your learned in Microengineering (electronics, magnetism, optics, ...) into real-world systems. In practice, this course is focused on learning by heart a very large collection of sensors to regurgitate them during the exam. The exam has been either oral or written. If oral, brace for an even more terrible time as the difficulty of the uber-specific questions varies greatly. Sometimes A4 page summaries have been allowed, this will simplify the exam greatly as it eases the rote learning. Course material quality varies greatly because it has been assembled from a variety of sources without equal care, resulting in some chapters being unnecessarily more complex than others.']","['Begin as soon as possible, week 1 would be a safe choice, consistency is more than needed. Train yourself doing schematics and writing paragraphs explaining each sensors presented in the course.', 'Make a good summary for the exam and start to learn by heart and do the series during the semester', 'Learn by heart, including the schematics of the sensors and equations.']"
MICRO-331,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/microfabrication-technologies-MICRO-331,Microfabrication technologies,2.3 (3),2.0,4.0,4 (4),"['Brugger', 'Gijs']","['Yes, very interesting. Course is just about knowledge, not about skills.', ""A low point for microengineering classes; this course is rote learning at its purest. A significant portion of this learning is meritless, because, in a professional context, you'll have information readily available in documentation. It is not useful to learn by heart the say 15 steps of some specific clean room process, nor it is useful to learn by heart some non-contextualized simplified equations that you'll never use in a real use case. There is simply no need to go to the dubious and arbitrary level of detail that the professors expect you to memorize... It is not like you can infer through understanding and reasoning, it's almost entirely rote memorization. Worst, the oral exam is horribly unfair, with no equity between students, some being given extremely easy topics and others hard stuff or stuff that is mentioned in passing on two lines in the course material. Course material is often low quality, depending on where the material was first sourced from."", ""I dont recommand this class. It's learning shit by heart. there are a few midterm on moodle whith question that make no sense and are not clearly defined. the good point being that the teacher reuse the question over and over. the final exam is a joke where you either get an easy question and go out with a good grade of have some obscure stuff to recite and you are doomed.""]","[""A lot to learn so don't start too late. The midterm is okay level. The oral during the finals is quite hard with very specific answers required from the professors. Try to learn and remember as much as possible with lots of details. This course is just about knowledge, not skills."", 'Learn everything by heart, including the most menial information, because it might be half of your exam. And hope to be lucky when drawing your oral exam topic.', 'work in groupe, make live demonstration to each other where you try to explain a given question. for the mid term. just learn by heart the question of the previous year ( but dont take them with you even tho the midterm are openbooks. he went ballistic)']"
MICRO-332,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/microfabrication-practicals-MICRO-332,Microfabrication practicals,4 (2),5.0,3.0,3 (2),"['Brugger', 'Gijs', 'Sayah']","['Yes I do, it is interesting and the professor is so fun and chill about explaining', 'The sessions in the lab are mostly fun but some are quite repetitive, you apply (a little bit of) what you learned in the theoretical course. Teacher and assistants are very helpful']","[""It is hard to wake up in the afternoon to attend practical sessions, wanted to sleep more personally. Just try to listen during the practical sessions and prepare your report and you will be fine. Report is super long, but GTP will help you fill in the blanks. Don't lose hope."", ""Write the report corresponding to the lab session the following week, don't do it at the end.""]"
MICRO-333,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/wireless-sensor-practicals-MICRO-333,Wireless sensor practicals,3.7 (3),3.3,1.3,1.3 (3),"['Bellouard', 'Subramanian']","['free credits, wrote a shitty report and got 5.5/6, thank you GPT 3.5', 'Very nice and chill subject if you like practical projects. In fact there are practically no lectures, just a briefing and continuous support of the prof and the assistants. Easy to get a good grade.', 'This class is a real banger. It\'s easy and fun. the only ""bad"" point is that there is not much class in the classical sense. It\'s a kicad+CAD/3D printing crash course and a quick into to the goal of the class. you can either dont do shit and get some free credit or have a good time and try to make something fun and original']","[""don't stress, don't try to understand or start working before week 14 Really hard to fail, TA is chill"", 'Limited places so watch out, also this year the groups were chosen at random and some people complained about their group chemistry because of that.', ""just try kicad and do a few things in fusion. even tho it's really lax try to make it worth your time and make something nice (of you want to speed run the class. just copy an existing design from Adafruit, seeedstudio, etc)""]"
MICRO-401,https://edu.epfl.ch/studyplan/en/master/financial-engineering/coursebook/machine-learning-programming-MICRO-401,Machine learning programming,3.3 (3),2.7,2.3,3.3 (2),['Billard'],"['No this course is useless because no one will ever use Matlab to code ML and even if you do you will not code de function from zero which is what is done in this course.', 'Really liked this this course as it is an application of Applied machine Learning. Makes a lot of sense to take both of them together.', 'This course is a bit to much credit wise for the exercice. But if you have applied machine learning it is a really good combo. Doing every thing on Matlab is not optimal for machine learning but you still code the algorithm yourself so the knowledge is applicable everywhere']","['Check the MT drive you can find all the solutions to the labs', 'No that much tips you can do the labs alone as in the exercice session to ask questions if needed', 'Solution all exercice on the MT drive. Be cautious as they check for copy and paste sometimes.']"
MICRO-406,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/products-design-systems-engineering-MICRO-406,Products design & systems engineering,4.5 (2),4.0,2.5,3.5 (10),"['Bellouard', 'Charbon']","['This course is a big project, the workload is consequent especially at the end but worth 10 credits. Nice guest lectures throughout the semester. Would definitely recommend', ""A whole journey. From picking a problematic to designing a product as a solution to actually implementing it, all the while justifying marketing, risks, management. It's a lot of work with a lot of credits. Would not want to do it again but I'm glad I had the experience""]","['Go talk to coaches at spot to share your design ideas quite early in the project they are very helpful', ""Talk a lot to everyone involved in the class to get their opinion and guide your ideas. Also, start implementing your product way earlier than you'd think. There is no time. Try and keep things simple for the prototype as, once again, there is no time.""]"
MICRO-420,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/selected-topics-in-advanced-optics-MICRO-420,Selected topics in advanced optics,4.5 (2),4.0,1.5,2 (3),['Martin'],"['Very nice introduction to advanced topics in optics. Lectures do not go in math details but are more hand on', 'Very nice course, explore 6 differents optic topics. Exercices can be usefull if you need to use matlab optic program later']","['For the exercises do not bother coding yourself it is not useful.', 'videos are good, you can do the oral exam in french or english']"
MICRO-424,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/optics-laboratories-ii-MICRO-424,Optics laboratories II,5 (1),3.0,2.0,4 (3),"['Psaltis', 'Pu']","['I really enjoyed the Holography TP, and the EDFA TP. Fourier optics TP and MEMS Grating TP were not the best. Try to avoid Fourier optics at least. These TP can ask a lot of work to make the report if you want some neat submissions. Each TP has a TA assigned some are very nice and competent some a bit less, but this will be just luck.']","[""We never had any feedback on our TP so we didn't know if we could put less work. In the end we had the best grade.""]"
MICRO-426,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/laser-fundamentals-and-applications-for-engineers-MICRO-426,Laser fundamentals and applications for engineers,4 (1),4.0,2.0,2 (3),['Moser'],"[""This course is a nice overview of how laser work, the applications, the pulsed lasers, and the engineering behind. If you want to dive into the real physics and models/maths that go with it, don't take this course. This course is really focused for engineers. Teacher might be confused in his explanations sometimes, and his math can be a bit wonky but he gives the slides.""]","['You can follow this course from home if you want, slides, videos, everything is provided on moodle, even a polycopié.']"
MICRO-444,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/la-science-quantique-une-vision-singuliere-MICRO-444,La science quantique : une vision singulière,4 (1),4.0,2.0,3 (3),['Besse'],"[""This course (in french) is pretty straight forward with very little mathematics. It is not rigurous at all, it gives rather a good intuition of the quantum physics formalism. In parallel, you should read the first chapters of Leonard Susskind's book on the basics of quantum physics because I feel like the teacher has trouble introducing a few subjects just as if you arrived in the middle of the movie without any context.""]","[""Teacher was quite grumpy at the oral, you need to answer questions quickly with confidence otherwise he thinks you don't really know. Otherwise, the prof is quite nice and will organize Q&A sessions and you can ask him to go have a drink without a problem.""]"
MICRO-450,https://edu.epfl.ch/studyplan/en/master/neuro-x-section/coursebook/basics-of-robotics-for-manipulation-MICRO-450,Basics of robotics for manipulation,3.5 (4),3.2,2.5,2.5 (3),['Bouri'],"['Great course, not too easy not too hard, the exams are similar so no surprise.', ""The course isn't bad, just very badly organized, as is the professor. It is not too hard if you've had mechanics courses before."", 'an interesting summary of how to apply mechanics and control to robots. Does not go very in depth and the class is very disorganized. Teacher is very nice although just as disorganized. For instance, the seating order for the exam was a google sheet that he was editing live, 10mins before the exam', 'Good course in general. Show you the basic of robotics, nothing more nothing less. Exercise are good']","['You can go to lectures but don’t worry if you don’t the slides are good', ""Do the previous exams, they're are almost the same as the actual exam. Exercises do not resemble the exam but help understand the material. You don't need to go to class, as he is very unorganized, although he is very nice and lively."", 'just read the slides and practice the mock exams which are fairly easy', 'Exam is similar to exercise. Teacher help you during exercise sessions and assistant are helpful']"
MICRO-452,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/basics-of-mobile-robotics-MICRO-452,Basics of mobile robotics,3 (3),3.3,2.3,2.7 (4),['Mondada'],"['It gives a nice overall view of mobile robotics (sensors, algorithms,...) but it does not go much into detail. Every student gets a Thymio Robot (codeveloped by the Professor) and does with it a python project (60%) which is relatively demanding but really gives you hands-on experience on the whole pipeline (from perception to control). The exam (40%) is in my opinion relatively easy (it was a multiple choice question moodle exam for 30 mins).\n*sourced from the web', ""The workload corresponds well to the number of credits and the course is not particularly hard. However, the teacher remains demanding for the project, making it difficult to get more than 5 even if the project meets the specifications. For the exam, it's an MCQ, but only the explanation of each question is taken into account in the grading. The teacher therefore takes the liberty of deducting points if the explanation is not precise enough (and for each option) even the correct answer is ticked off. The grading is therefore very severe overall for the workload, even with a good level of understanding of the course."", ""The course is not hard but the teacher is really one-sided on some questions that are WAY more tricky in real life. It does a pretty good overview of mobile robotic. It's a good first course if you are not sure about what to focus on during your studies you might want to take (filter navigation, camera vision...etc). The exercice are ok. The project specification is really unclear and too open and you might be surprise that your idea is not valide.""]","['Hope to have a good group :) (group formation is imposed)', ""During the project, make a good plan on what you will be doing and describe in DETAILS what's your project to a head assistant before starting to work on it. Also pray every night to have a good group.....""]"
MICRO-453,https://edu.epfl.ch/studyplan/en/master/robotics/coursebook/robotics-practicals-MICRO-453,Robotics practicals,4 (1),3.0,2.0,4 (2),"['Billard', 'Boero', 'Bouri', 'Dillenbourg', 'Floreano', 'Micera', 'Mondada', 'Skaloud']","['Needed for robotics. Lots of interesting labs, but the work for some of the practicals was higher than expected because writing reports could take a lot of time.']","['My group chose the practicals based on interest as well as ones that finished earlier in the semester so we did not have to worry about doing this course later in the semester when all the course projects were due, a choice that I appreciate in hindsight.']"
MICRO-455,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/applied-machine-learning-MICRO-455,Applied machine learning,2.7 (7),2.4,3.7,3.4 (4),['Billard'],"[""If you can take another machine learning course, take it. This course is interesting only if you really don't like coding, as you won't ever need to code for this course."", 'I would highly recommend the course Machine Learning (8 credits) if you can. Having studied ML before, I can say that this course was really not well taught and not rigorous at all.', 'The course is not self sufficient, consider taking Machine learning programming with it to apply what you learn. (Or take another course)', ""Wouldn't recommend if you want to properly learn machine learning. The course doesn't go into enough theoretical details, nor does it cover any practical elements (no coding was done in the course)."", 'Good introduction to machine learning. The course corresponds well to the number of credits.', 'Interesting course on ML but the teaching is awful. The exercices are okay though.', 'Terrible teacher and assistant. Exercice are ok but you should take the course machine learning programming if you really want to understant the concepts. Would advise not taking this course if you have the chance....']","['You do need to do the TP to get a better understanding of the material', 'You don’t need to attend the lectures and the exercises are really boring and useless in general but the exam will be similar to them', 'Consider taking MLP for a better understanding of the lecture material', 'Not really, old exams and whatnot are not provided by the teaching team. Redo the exercises and hope for the best.', ""If, during the exam, you don't see the trap in every question, you've fallen into it. The grade doesn't reflect your level of understanding at all."", ""work by yourself and forget coming to class. The slides aren't good, use the pdf"", 'Terrible exam.... You really need to understand every concept in details without any doubt. The questions are more about concepts so exercice are quiet good for this but you might want to dig deeper sometimes']"
MICRO-457,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/materials-processing-with-intelligent-systems-MICRO-457,Materials processing with intelligent systems,5 (1),5.0,3.0,3 (3),"['Hoffmann', 'Wasmer']","[""The small room course is great. It's really interesting and you learn a lot.""]","['Be there at every course, most understanding comes from discussing with the professors.']"
MICRO-470,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/scaling-laws-simulations-in-micro-nanosystems-MICRO-470,Scaling laws & simulations in micro & nanosystems,4 (1),5.0,3.0,3 (4),"['Renaud', 'Shea']","['Native speaker with Great speech speed like a machine gun. Covers a lot of aspects of content from mechanical to electromagnetic to fluidics, almost everything just within few lectures. No homework which is a good thing, and 100% oral in the exam week (slamming a piece of A4 white paper on the desk for you to deduct equations on site']","[""Very much prerequisites, or you might don't fit into the course. Exam themes were drawn randomly, meaning you have the luck to only be questioned of limited content just at the beginning and that's for the whole grading. One thing to mention: Really happy for questions, and he is reallllly nice to answer any at the end of the lecture with his time. Also, asking by email could be a good way as he might arrange a online meeting with you to discuss. Just a few remarks: He is really open to be pointed out mistakes in his PPT, and appreciate questions which consist of the whole course, and might add up to your final grade as he thanks for your questions. Feel free to ask and he is free to take up his time, though he may not understand your questions but he doesn't want to be rude, and he always wants to have you instead of losing anyone in the course pace. Overall, a really nice teacher, native speaker both in English and French, and welcomes you to choose French during oral exams.""]"
MICRO-501,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/mems-practicals-i-MICRO-501,MEMS practicals I,4 (3),3.7,2.7,4.3 (2),"['Bertsch', 'Boero', 'Brugger']","['Definitely recommend as you get a first experience in the clean room. However that is just a small part and the rest is in a regular lab. Reports are very time consuming.', 'Very good introduction to MEMS by modelling/fabricating/characterising a bimorph actuator. The TP on noise is not very interesting but not terrible.', 'Very interesting. Goes on much subject. But lots of work and not as much Cmi as you would expect.']","[""Don't underestimate the time it takes to write the reports"", 'Reports take a big amount of time especially if you want to them complete and clean. This course is worth more than 2 ECTS', 'Take the time to prepare and do the report as best as possible.']"
MICRO-502,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/aerial-robotics-MICRO-502,Aerial robotics,3.5 (2),4.0,3.5,3 (4),['Floreano'],"['The course is interesting, the second part is oriented toward the research. The first phase of the project is individual in a simulated environment and the second phase is in a group with a crazyfly drone (python). The project may be quite challenging depending on the approach you use (map, pathfinder, control, etc..). The final exam is an easy mcq on the theory of the course.', 'Lectures were not very useful other than for the exam. They go over many drone concepts, which you need to understand for the exam.']","['The first Matlab series are not really useful for the project', 'Start the project early, and a tip is to existing algorithms like pathfinding to navigate the drone.']"
MICRO-507,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/legged-robots-MICRO-507,Legged robots,3.5 (2),3.5,3.0,3.5 (4),['Ijspeert'],"[""A mid-tier course in a mid-tier university. Not interesting, nicely taught or fun. But it's not too much work if your group is okay."", 'I would recommend this course. It touches on an interesting subject and provides the necessary knowledge to get started with legged locomotion in robotics.']","[""Don't go to class. Don't do the exercises. Spend more time on the final project."", 'Having a good group helps. Start training your model early for the final reinforcement learning project.']"
MICRO-510,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/embedded-motor-control-MICRO-510,Embedded motor control,4.5 (2),4.5,2.0,2 (3),"['Hodder', 'Köchli', 'Perriard']","['1 week theory videos and 1 week practical work with graded report (grading generous) and a final oral exam.', 'Really good course to understand by doing practice. Teachers are great, and you can even joke with them. It is really important to watch the video seriously before the pratical otherwise you will be lost. Report grade are generous and really prepare you for exams oral questions']","['Question about the code can be in the exam too.', 'Just do the report well and you will all the exam question already answers. It is a good course to be curious and ask questions.']"
MICRO-511,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/image-processing-i-MICRO-511,Image processing I,3.7 (8),4.0,2.1,2.6 (3),"['Unser', 'Van De Ville']","[""J'ai trouvé Image Processing I assez cool, pas inutile, et vraiment simple du haut de ses 3 crédits\n*sourced from the web"", ""C'est un cours qui traite bien le sujet et les TPs sont easy, ils sont pas exigeant du tout niveau prog vu qu'ils ont bcp de SV.\n*sourced from the web"", 'Only if you really like image processing...there were two professors when I took it and one of them was fine, the other one was sometimes condescending of the students. He said once ""if you don\'t understand this, you shouldn\'t be here"". They expect you to know Fourier Transforms, so if you already know it, the class will be easy. I didn\'t but I managed to learn about it and get a decent grade.', 'Yes it introduces the basics but it is really interesting', ""yes if you're lacking the basic concepts of image processing or feel like you would like to shape your knowledge or put it to use in the labs, otherwise it's not ointersting"", 'Basics of image processing. 3 credits pretty easy to obtain.', 'Easy class, especially if you already attended some signal processing classes. Interesting introduction to image processing', ""Easy course but exam a bit long. It's only the basics of image processing but well teach""]","[""Not really...I didn't do the majority of the exercises until revision period and still did okay."", 'The exam is just as the exercises so make sure you understand them well', 'do the labs to the best since that will help with the grade, attend the exercise sessions', 'The exam is very long but not too difficult (similar to the exercises). The labs represent 30% of the grade.', 'The exam looks a lot like the exercises. Understanding all the theory in details is not necessary', 'Exam is similar to exercise, but the exam is a bit too long IMO. Drill the exercise and you should be fine']"
MICRO-512,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/image-processing-ii-MICRO-512,Image processing II,4.2 (4),4.0,3.8,4 (3),"['Liebling', 'Sage', 'Unser', 'Van De Ville']","['Yes ! Very interesting content (course, exercices and labs) that are very appropriate for the 3 credits this course is worth.', 'The professors and TAs were nice, but this course is definitely not recommended if you’re not into theoretical image (or signal) processing, especially if you don’t have a relevant background. I didn’t have knowledge about signal and system before taking IP1 but could still understand the content and solve the questions. However, it’s not the case for IP2 anymore; the labs and exercises are much harder for me. The labs mainly focus on translating algorithms into code, so if you want a hands-on experience in implementing a complete image processing workflow, this course won’t provide that opportunity.', ""The course is interesting and challenging. We cover a lot of theoretical and mathematical applications of image processing so I would recommend being familiar with concepts of signal processing and interested in it. The course isn't so easy and I wouldn't take this course just to fill some 3 credits I haven't taken Image Processing I, but I had some previous knowledge about image processing and manage to success this course."", ""IP2 is very different from IP1 or classical signals and systems courses you might have taken. The subjects are extremely interesting if you want to go deeper into theoretical concepts, however I found the amount of content absurdly disproportionate for a 3 ECTS course. Most concepts hardly relate to what you might have studied before (being good at typical topics won't help you one bit, like Fourier analysis, analysis of filters, mathematical morphology, sampling) so be ready to learn a lot. Labs are long and harshly graded. That being said, you get a lot for your money, I feel like this course is several courses compacted into one.""]","[""Going to the lectures is worth it, even if the prof's slides are good, as they explain many more things in detail. You also need to be somewhat comfortable with Fourier, otherwise the exercices and exams can get a little annoying."", 'Honestly, no. I understood all the exercises eventually but still struggled with the exam questions. If you find that you lack background knowledge and aren’t interested in these theories, just drop it ASAP and don’t take it just to fulfill credits. It will be very painful by the end of the term.', ""I would definitively advise people to go to the lab session. For me it was a clear gain of time to get help there as some parts of the labs are quite difficult to understand. I couldn't do the exercises during the semester and I had to complete them during the exam period. It's doable, but I would have preferred to go to the exercise session for a better understanding The exam was unfinishable with the given time but hopefully a lot of exercises were the same as the series I would advise people to work well for lab assignments because it seems harder to get good grades at the exam."", 'Typical trap for this course is to look at the material they give you to prepare for the exam. It is not representative at all of the final exam, which I found hard. Our exam consisted of, I believe, 6 or 7 different topics with each one having 5 to 10 questions related. You have to be extremely fast and sure of your computation. Topics where steerable filters, Radon transform, wavelets filterbank, B-splines generalized sampling, orthogonal filters, Karhunen-Loève Transform and explicit diagonalization of a signal using the DFT, proximal operators.']"
MICRO-515,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/evolutionary-robotics-MICRO-515,Evolutionary robotics,5 (1),5.0,3.0,3 (3),['Floreano'],"['Very nice class, lectures are interesting but very specific on evolutionary techniques. The content of the course is fascinating but you might never apply it again in your studies or work because its so specific. Still would strongly recommend if you are interested in alternative elegant problem solving methods.']","['The computation of the evolutionary algo during the project take a lot of time, do not start a week before the presentation. Try to keep the design as simple as possible if you want your simulation results to work on the real robot. Also I would recommend to assemble the bot early in the project just to make sure all your parts work and that you understand how to upload a model on it']"
MICRO-516,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/nanophotonics-MICRO-516,Nanophotonics,4 (1),4.0,4.0,3 (3),['Moselund'],['This course covers a looooooot of topics very quickly. You should not take this course if you have zero experience in optics or photonics. Teacher is very kind and answers questions but she is very fast during her lectures.'],"['For the exam, we had a format where you pick a subject and then have to prepare a presentation about a few papers that the teachers choose on this subject. This means that you have the whole révision period to prepare your presentation for the exam. They will also ask more general questions about the course so it is good to have seen the course material at least once.']"
MICRO-523,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/optical-detectors-MICRO-523,Optical detectors,4 (1),5.0,2.0,2 (3),['Besse'],"[""The course is a very nice introduction into all types of optical and photodetectors. It's a very conceptual course with minimal math.""]","['Doing the exercises would be helpful; some of them are similar to what could be in the exam. Be able to explain each concept, the advantages and disadvantages of each scheme.']"
MICRO-530,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/nanotechnology-MICRO-530,Nanotechnology,5 (1),5.0,2.0,2 (3),"['Boero', 'Brugger']","['I really enjoyed this course. Brugger will talk about scanning probe technologies (AFM, STM) for both reading and lithography, and a few different techniques for lithography. Boero will talk about the physics at nanoscale, so a bit of quantum physics and then he will basically explain the high school / bachelor chemistery from these foundations.']","[""A file with all the questions that can be in the exam is provided, just prepare those and you will be fine. Learn some orders of magnitude especially for Brugger's part.""]"
MICRO-534,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/advanced-mems-microsystems-MICRO-534,Advanced MEMS & microsystems,3 (1),3.0,2.0,2 (3),['Briand'],['The course is not difficult but it is required to know almost everything by heart for the exam as the questions are quite advanced.'],['There are few lectures with guests that are mandatory and followed by a graded quiz and a 5-minute oral presentation at the beginning of the semester.']
MICRO-561,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/biomicroscopy-i-MICRO-561,Biomicroscopy I,3.5 (4),3.5,1.8,2.2 (3),['Altug'],"['The course content is easily understandable by following the slides without attending lectures.', 'A little bit basic on the geometrical optics side, but you will learn interesting concepts and methods. Microscopy is often wuite blurry for people so this course give the right amount of details to allow understanding but not drowning. Exam is simple if you have your notes well written with you (2 sheets = 4 pages allowed)', 'It is an easy course but the professor is not good, she reads the slides so you can not go', ""The course is not bad but not really interesting. You don't learn a lot of stuff, we already know a good amount of what is studied.""]","['Most of the content in the exam will be based on the lecture and exercise, and it will consist of multiple-choice questions.', 'Going to class is not necessary, the most important is that you manage to have all the info of the slides on you cheat sheets at the end. The hard part is thus to make a good cheat sheet, and this way the exam is straightforward (multiple choice questions based on the course and exercices)', 'Make a good cheat sheet and learn how to do exercises', 'Not really. Just do the exercises, the exam requires little training and is pretty easy.']"
MICRO-565,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/fundamentals-processes-for-photovoltaic-devices-MICRO-565,Fundamentals & processes for photovoltaic devices,3 (1),4.0,4.0,4 (3),['Ballif'],"[""Very interesting course if you are interested in energy transition or PV in general. There's a significant part on semiconductor physics that can get pretty hard if you don't know the basics. Prof. Ballif is quite good, but some lessons are given by other lecturers which aren't always as good..""]","[""You need to know alot of values by heart which is annoying (Spring 2024): The only mock exam they gave us was 4x MCQs which were horrible. The final exam wasn't as bad IMO, but having a mock exam definitely helps. Apparently, the exam was quite similar to the one given the previous year. So try to ask someone from the Energy master's if they can remember what questions they had.""]"
MICRO-568,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/seminar-in-physiology-and-instrumentation-MICRO-568,Seminar in physiology and instrumentation,3 (1),3.0,2.0,1 (2),['Radenovic'],"['You can watch the seminars of the previous year because the recordings are provided but the lectures are made of presentation from the students enroled in the course. Hence, the number of lectures during the semester depends on the number of students. The presentation should last 25-30 min followed by questions. For example, in 2023, we had only 7 days of presentations. You can choose any subject related to instrumentation and physiology. The final exam is on the presentations of the students']","['No particular tips are needed for this course, it is not difficult.']"
MSE-214,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/mise-en-oeuvre-des-materiaux-i-MSE-214,Mise en oeuvre des matériaux I,1 (1),1.0,4.0,2 (3),"['Klok', 'Stuer']","['Probably the worst class I took at EPFL, not much to add.']","['Sadly it is a mandatory class, at least it was back then, so just good luck (run away if possible).']"
MSE-340,https://edu.epfl.ch/studyplan/en/bachelor/materials-science-and-engineering/coursebook/polymer-composites-laboratory-work-MSE-340,Polymer composites + Laboratory Work,4 (1),5.0,3.0,3 (4),"['Bourban', 'Michaud']","['Great course for an introduction to composite materials. You will discover the different composites, the fabrication methods, and the use cases. The lectures are involved and the teachers are good. The exam is oral and is not difficult if you understand the basis of the course. There are also a few practical works that are interesting to better understand the properties of the composites, however, reports take quite a lot of time and you have to send them rapidly after the practical session (1 or 2 days after).']",['If you attend the lectures you will rapidly get the minimum knowledge required for the oral exam. Be efficient to write the practical works reports.']
MSE-351,https://edu.epfl.ch/studyplan/en/master/materials-science-and-engineering/coursebook/surface-analysis-MSE-351,Surface analysis,4 (1),4.0,3.0,2 (3),"['Igual Muñoz', 'Stolichnov']","['Highly recommended. 2nd half of the semester is practical TPs on a chosen analysis technique, guided by the TAs (low work load + interesting), with an oral presentation of the results.']","['Exam is open book, understanding subtleties of the different techniques is more important than learning things by heart']"
MSE-421,https://edu.epfl.ch/studyplan/en/master/materials-science-and-engineering/coursebook/statistical-mechanics-MSE-421,Statistical mechanics,3 (1),3.0,4.0,4 (4),['Ceriotti'],"['Very specific, the class is only calculus and demonstrations, so it is difficult to follow.']","['You have several reports in group, the other 50% of the grade are an oral exam so you have to learn by heart 26 answers.']"
